1	12	0	NO_FILE
2	14	0	NO_FILE
3	22	0	NO_FILE
4	23	0	NO_FILE
5	25	0	NO_FILE
6	26	0	NO_FILE
7	31	0	NO_FILE
8	32	0	NO_FILE
9	33	0	NO_FILE
10	35	0	NO_FILE
11	36	0	NO_FILE
12	37	0	NO_FILE
13	38	0	NO_FILE
14	39	0	NO_FILE
15	40	0	NO_FILE
16	44	0	NO_FILE
17	45	0	NO_FILE
18	46	0	NO_FILE
19	47	0	NO_FILE
20	48	0	NO_FILE
21	49	0	NO_FILE
22	50	0	NO_FILE
23	52	0	NO_FILE
24	53	0	NO_FILE
25	54	0	NO_FILE
26	55	0	NO_FILE
27	58	0	NO_FILE
28	60	0	NO_FILE
29	61	0	NO_FILE
30	65	0	NO_FILE
31	66	0	NO_FILE
32	67	0	NO_FILE
33	68	0	NO_FILE
34	69	0	NO_FILE
35	70	0	NO_FILE
36	71	0	NO_FILE
37	72	0	NO_FILE
38	73	0	NO_FILE
39	75	0	NO_FILE
40	76	0	NO_FILE
41	77	0	NO_FILE
42	78	0	NO_FILE
43	79	0	NO_FILE
44	80	0	NO_FILE
45	81	0	NO_FILE
46	82	0	NO_FILE
47	83	0	NO_FILE
48	84	0	NO_FILE
49	85	0	NO_FILE
50	86	0	NO_FILE
51	88	0	NO_FILE
52	89	0	NO_FILE
53	90	0	NO_FILE
54	92	0	NO_FILE
55	93	0	NO_FILE
56	94	0	NO_FILE
57	95	0	NO_FILE
58	96	0	NO_FILE
59	97	0	NO_FILE
60	98	0	NO_FILE
61	99	0	NO_FILE
62	100	0	NO_FILE
63	101	0	NO_FILE
64	102	0	NO_FILE
65	103	0	NO_FILE
66	104	0	NO_FILE
67	105	0	NO_FILE
68	106	0	NO_FILE
69	107	0	NO_FILE
70	108	0	NO_FILE
71	109	0	NO_FILE
72	110	0	NO_FILE
73	111	0	NO_FILE
74	112	0	NO_FILE
75	113	0	NO_FILE
76	114	0	NO_FILE
77	115	0	NO_FILE
78	116	0	NO_FILE
79	117	0	NO_FILE
80	118	0	NO_FILE
81	119	0	NO_FILE
82	120	0	NO_FILE
83	121	0	NO_FILE
84	122	0	NO_FILE
85	123	0	NO_FILE
86	124	0	NO_FILE
87	125	0	NO_FILE
88	126	0	NO_FILE
89	127	0	NO_FILE
90	128	0	NO_FILE
91	129	0	NO_FILE
92	130	0	NO_FILE
93	131	0	NO_FILE
94	132	0	NO_FILE
95	133	0	NO_FILE
96	134	0	NO_FILE
97	135	0	NO_FILE
98	136	0	NO_FILE
99	137	0	NO_FILE
100	138	0	NO_FILE
101	139	0	NO_FILE
102	140	0	NO_FILE
103	141	0	NO_FILE
104	142	0	NO_FILE
105	143	0	NO_FILE
106	144	0	NO_FILE
107	145	0	NO_FILE
108	146	0	NO_FILE
109	147	0	NO_FILE
110	148	0	NO_FILE
111	149	0	NO_FILE
112	150	0	NO_FILE
113	151	0	NO_FILE
114	152	0	NO_FILE
115	153	0	NO_FILE
116	154	0	NO_FILE
117	155	0	NO_FILE
118	156	0	NO_FILE
119	157	0	NO_FILE
120	158	0	NO_FILE
121	159	0	NO_FILE
122	160	0	NO_FILE
123	161	0	NO_FILE
124	162	0	NO_FILE
125	163	0	NO_FILE
