cluster_11	2020-03-04t14-27-25z_m150_kernel_393_number_of_sequence_5820,2020-03-04t14-27-25z_m69_kernel_182_number_of_sequence_8597,2020-03-04t14-27-25z_m92_kernel_247_number_of_sequence_11023
cluster_12	2020-03-04t14-27-25z_m218_kernel_596_number_of_sequence_11187
cluster_13	2020-03-04t14-27-25z_m6_kernel_16_number_of_sequence_7625,2020-03-04t14-27-25z_m135_kernel_343_number_of_sequence_13197,2020-03-04t14-27-25z_m77_kernel_207_number_of_sequence_8824,2020-03-04t14-27-25z_m246_kernel_671_number_of_sequence_11218,2020-03-04t14-27-25z_m83_kernel_224_number_of_sequence_4724
cluster_14	2020-03-04t14-27-25z_m269_kernel_726_number_of_sequence_20611
cluster_15	2020-03-04t14-27-25z_m128_kernel_332_number_of_sequence_10621,2020-03-04t14-27-25z_m30_kernel_79_number_of_sequence_7529,2020-03-04t14-27-25z_m257_kernel_696_number_of_sequence_10264,2020-03-04t14-27-25z_m324_kernel_891_number_of_sequence_13811
cluster_16	2020-03-04t14-27-25z_m244_kernel_669_number_of_sequence_6602,2020-03-04t14-27-25z_m290_kernel_783_number_of_sequence_11559
cluster_17	2020-03-04t14-27-25z_m158_kernel_424_number_of_sequence_7267,2020-03-04t14-27-25z_m36_kernel_94_number_of_sequence_6969,2020-03-04t14-27-25z_m27_kernel_71_number_of_sequence_10569,2020-03-04t14-27-25z_m68_kernel_178_number_of_sequence_4317,2020-03-04t14-27-25z_m118_kernel_308_number_of_sequence_7500,2020-03-04t14-27-25z_m313_kernel_847_number_of_sequence_4968
cluster_18	2020-03-04t14-27-25z_m261_kernel_705_number_of_sequence_7964,2020-03-04t14-27-25z_m49_kernel_139_number_of_sequence_11588
cluster_19	2020-03-04t14-27-25z_m303_kernel_823_number_of_sequence_6664,2020-03-04t14-27-25z_m50_kernel_140_number_of_sequence_6887,2020-03-04t14-27-25z_m51_kernel_147_number_of_sequence_8517
cluster_20	2020-03-04t14-27-25z_m175_kernel_466_number_of_sequence_12402,2020-03-04t14-27-25z_m62_kernel_171_number_of_sequence_6555
cluster_21	2020-03-04t14-27-25z_m145_kernel_371_number_of_sequence_14518,2020-03-04t14-27-25z_m3_kernel_6_number_of_sequence_5269
cluster_22	2020-03-04t14-27-25z_m260_kernel_703_number_of_sequence_5384
cluster_23	2020-03-04t14-27-25z_m223_kernel_607_number_of_sequence_10017
cluster_24	2020-03-04t14-27-25z_m170_kernel_451_number_of_sequence_6565,2020-03-04t14-27-25z_m291_kernel_784_number_of_sequence_8270
cluster_25	2020-03-04t14-27-25z_m207_kernel_550_number_of_sequence_6023
cluster_26	2020-03-04t14-27-25z_m234_kernel_636_number_of_sequence_8803
cluster_27	2020-03-04t14-27-25z_m102_kernel_266_number_of_sequence_1637,2020-03-04t14-27-25z_m186_kernel_492_number_of_sequence_1572
cluster_28	2020-03-04t14-27-25z_m178_kernel_475_number_of_sequence_11771,2020-03-04t14-27-25z_m229_kernel_625_number_of_sequence_9753
cluster_29	2020-03-04t14-27-25z_m182_kernel_483_number_of_sequence_9967,2020-03-04t14-27-25z_m299_kernel_806_number_of_sequence_8504
cluster_30	2020-03-04t14-27-25z_m1_kernel_1_number_of_sequence_1840,2020-03-04t14-27-25z_m70_kernel_187_number_of_sequence_1433
cluster_31	2020-03-04t14-27-25z_m306_kernel_832_number_of_sequence_8412
cluster_32	2020-03-04t14-27-25z_m307_kernel_833_number_of_sequence_2062
cluster_33	2020-03-04t14-27-25z_m22_kernel_64_number_of_sequence_10583
cluster_34	2020-03-04t14-27-25z_m287_kernel_776_number_of_sequence_11654,2020-03-04t14-27-25z_m317_kernel_855_number_of_sequence_3539
cluster_35	2020-03-04t14-27-25z_m129_kernel_333_number_of_sequence_10892
cluster_36	2020-03-04t14-27-25z_m233_kernel_631_number_of_sequence_2750
cluster_37	2020-03-04t14-27-25z_m323_kernel_889_number_of_sequence_5628
cluster_38	2020-03-04t14-27-25z_m280_kernel_753_number_of_sequence_1865
cluster_39	2020-03-04t14-27-25z_m133_kernel_338_number_of_sequence_12567
cluster_40	2020-03-04t14-27-25z_m166_kernel_444_number_of_sequence_6236
cluster_41	2020-03-04t14-27-25z_m58_kernel_158_number_of_sequence_11658,2020-03-04t14-27-25z_m9_kernel_22_number_of_sequence_8273
cluster_42	2020-03-04t14-27-25z_m127_kernel_331_number_of_sequence_5427,2020-03-04t14-27-25z_m217_kernel_588_number_of_sequence_5855
cluster_43	2020-03-04t14-27-25z_m221_kernel_601_number_of_sequence_5549,2020-03-04t14-27-25z_m87_kernel_240_number_of_sequence_2398
cluster_44	2020-03-04t14-27-25z_m241_kernel_659_number_of_sequence_8543
cluster_45	2020-03-04t14-27-25z_m213_kernel_566_number_of_sequence_14127
cluster_46	2020-03-04t14-27-25z_m7_kernel_19_number_of_sequence_16071
cluster_47	2020-03-04t14-27-25z_m211_kernel_563_number_of_sequence_12635
cluster_48	2020-03-04t14-27-25z_m254_kernel_684_number_of_sequence_4687
cluster_49	2020-03-04t14-27-25z_m72_kernel_197_number_of_sequence_3773
cluster_50	2020-03-04t14-27-25z_m53_kernel_149_number_of_sequence_8182
cluster_51	2020-03-04t14-27-25z_m326_kernel_742_number_of_sequence_319,2020-03-04t14-27-25z_m84_kernel_228_number_of_sequence_820
cluster_52	2020-03-04t14-27-25z_m109_kernel_283_number_of_sequence_6957
cluster_53	2020-03-04t14-27-25z_m119_kernel_312_number_of_sequence_5905
cluster_54	2020-03-04t14-27-25z_m288_kernel_779_number_of_sequence_9496
cluster_55	2020-03-04t14-27-25z_m131_kernel_336_number_of_sequence_6081
cluster_56	2020-03-04t14-27-25z_m103_kernel_267_number_of_sequence_3168,2020-03-04t14-27-25z_m97_kernel_259_number_of_sequence_1647
cluster_57	2020-03-04t14-27-25z_m144_kernel_368_number_of_sequence_6601,2020-03-04t14-27-25z_m282_kernel_759_number_of_sequence_4640
cluster_58	2020-03-04t14-27-25z_m98_kernel_261_number_of_sequence_1130
cluster_59	2020-03-04t14-27-25z_m108_kernel_279_number_of_sequence_1145,2020-03-04t14-27-25z_m152_kernel_401_number_of_sequence_1050
cluster_60	2020-03-04t14-27-25z_m57_kernel_157_number_of_sequence_1274
cluster_61	2020-03-04t14-27-25z_m283_kernel_761_number_of_sequence_9728
cluster_62	2020-03-04t14-27-25z_m165_kernel_440_number_of_sequence_1543,2020-03-04t14-27-25z_m80_kernel_211_number_of_sequence_4230
cluster_63	2020-03-04t14-27-25z_m122_kernel_318_number_of_sequence_5506,2020-03-04t14-27-25z_m202_kernel_540_number_of_sequence_7296
cluster_64	2020-03-04t14-27-25z_m177_kernel_468_number_of_sequence_9637,2020-03-04t14-27-25z_m189_kernel_500_number_of_sequence_10227
cluster_65	2020-03-04t14-27-25z_m219_kernel_597_number_of_sequence_3070
cluster_66	2020-03-04t14-27-25z_m228_kernel_624_number_of_sequence_6311
cluster_67	2020-03-04t14-27-25z_m180_kernel_479_number_of_sequence_7131
cluster_68	2020-03-04t14-27-25z_m29_kernel_74_number_of_sequence_5220
