cluster_137	2020-03-04t14-27-25z_m214_kernel_579_number_of_sequence_2259	kernel_579_number_of_sequence_2259
cluster_138	2020-03-04t14-27-25z_m117_kernel_307_number_of_sequence_2230	kernel_307_number_of_sequence_2230
cluster_139	2020-03-04t14-27-25z_m284_kernel_763_number_of_sequence_1092	kernel_763_number_of_sequence_1092
cluster_140	2020-03-04t14-27-25z_m96_kernel_254_number_of_sequence_1500	kernel_254_number_of_sequence_1500
cluster_141	2020-03-04t14-27-25z_m279_kernel_752_number_of_sequence_177	kernel_752_number_of_sequence_177
cluster_142	2020-03-04t14-27-25z_m192_kernel_509_number_of_sequence_1169	kernel_509_number_of_sequence_1169
cluster_143	2020-03-04t14-27-25z_m12_kernel_36_number_of_sequence_4219	kernel_36_number_of_sequence_4219
cluster_144	2020-03-04t14-27-25z_m156_kernel_410_number_of_sequence_440	kernel_410_number_of_sequence_440
cluster_145	2020-03-04t14-27-25z_m281_kernel_758_number_of_sequence_1574	kernel_758_number_of_sequence_1574
cluster_146	2020-03-04t14-27-25z_m295_kernel_798_number_of_sequence_940	kernel_798_number_of_sequence_940
cluster_147	2020-03-04t14-27-25z_m91_kernel_246_number_of_sequence_2198	kernel_246_number_of_sequence_2198
cluster_148	2020-03-04t14-27-25z_m159_kernel_429_number_of_sequence_2315	kernel_429_number_of_sequence_2315
cluster_149	2020-03-04t14-27-25z_m140_kernel_355_number_of_sequence_9742	kernel_355_number_of_sequence_9742
cluster_150	2020-03-04t14-27-25z_m18_kernel_56_number_of_sequence_11315	kernel_56_number_of_sequence_11315
cluster_151	2020-03-04t14-27-25z_m265_kernel_716_number_of_sequence_5677	kernel_716_number_of_sequence_5677
cluster_152	2020-03-04t14-27-25z_m236_kernel_640_number_of_sequence_6397	kernel_640_number_of_sequence_6397
cluster_153	2020-03-04t14-27-25z_m266_kernel_717_number_of_sequence_10667	kernel_717_number_of_sequence_10667
cluster_154	2020-03-04t14-27-25z_m67_kernel_177_number_of_sequence_2458	kernel_177_number_of_sequence_2458
cluster_155	2020-03-04t14-27-25z_m56_kernel_154_number_of_sequence_5023	kernel_154_number_of_sequence_5023
cluster_156	2020-03-04t14-27-25z_m28_kernel_72_number_of_sequence_1637	kernel_72_number_of_sequence_1637
cluster_157	2020-03-04t14-27-25z_m196_kernel_522_number_of_sequence_7475	kernel_522_number_of_sequence_7475
cluster_158	2020-03-04t14-27-25z_m204_kernel_544_number_of_sequence_5939	kernel_544_number_of_sequence_5939
cluster_159	2020-03-04t14-27-25z_m190_kernel_501_number_of_sequence_2346	kernel_501_number_of_sequence_2346
cluster_160	2020-03-04t14-27-25z_m71_kernel_190_number_of_sequence_1121	kernel_190_number_of_sequence_1121
cluster_161	2020-03-04t14-27-25z_m322_kernel_886_number_of_sequence_490	kernel_886_number_of_sequence_490
cluster_162	2020-03-04t14-27-25z_m11_kernel_30_number_of_sequence_2559	kernel_30_number_of_sequence_2559
cluster_163	2020-03-04t14-27-25z_m13_kernel_48_number_of_sequence_4073	kernel_48_number_of_sequence_4073
