;level	cluster	node
1	2020-03-04t14-27-25z_m150_kernel_393_number_of_sequence_5820,2020-03-04t14-27-25z_m69_kernel_182_number_of_sequence_8597,2020-03-04t14-27-25z_m92_kernel_247_number_of_sequence_11023	node_2
2	2020-03-04t14-27-25z_m69_kernel_182_number_of_sequence_8597,2020-03-04t14-27-25z_m92_kernel_247_number_of_sequence_11023	node_1
