merged_ID	child_1	child_2
node_1	2020-03-04t14-27-25z_m50_kernel_140_number_of_sequence_6887	2020-03-04t14-27-25z_m51_kernel_147_number_of_sequence_8517
node_2	2020-03-04t14-27-25z_m303_kernel_823_number_of_sequence_6664	node_1
