merged_ID	child_1	child_2
node_1	2020-03-04t14-27-25z_m137_kernel_349_number_of_sequence_9664	2020-03-04t14-27-25z_m301_kernel_813_number_of_sequence_6743
node_2	2020-03-04t14-27-25z_m251_kernel_677_number_of_sequence_7850	node_1
node_3	2020-03-04t14-27-25z_m163_kernel_438_number_of_sequence_7816	node_2
node_4	2020-03-04t14-27-25z_m206_kernel_547_number_of_sequence_8723	node_3
