merged_ID	child_1	child_2
node_1	2020-03-04t14-27-25z_m20_kernel_58_number_of_sequence_3048	2020-03-04t14-27-25z_m232_kernel_630_number_of_sequence_1182
node_2	2020-03-04t14-27-25z_m222_kernel_604_number_of_sequence_3306	node_1
